==== HBASE-21507 ====
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/TruncateTableProcedure.java
==== HBASE-24190 ====
0	True	hbase-examples/src/main/java/org/apache/hadoop/hbase/coprocessor/example/ExampleMasterObserverWithMetrics.java
1	False	hbase-http/src/main/java/org/apache/hadoop/hbase/http/log/LogLevel.java
2	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableMapReduceUtil.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/ClusterStatusChore.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/BlockingRpcCallback.java
==== HBASE-24197 ====
0	True	hbase-rest/pom.xml
1	False	hbase-http/src/main/java/org/apache/hadoop/hbase/http/lib/package-info.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/wal/AbstractFSWALProvider.java
3	False	hbase-http/src/main/java/org/apache/hadoop/hbase/http/InfoServer.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncTableResultScanner.java
==== HBASE-24203 ====
0	False	hbase-common/src/saveVersion.sh
1	True	dev-support/docker/Dockerfile
2	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/AbstractProcedureScheduler.java
3	False	hbase-server/pom.xml
4	False	dev-support/jenkins-scripts/generate-hbase-website.sh
==== HBASE-24211 ====
0	True	hbase-client/src/main/java/org/apache/hadoop/hbase/security/SaslUtil.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
2	False	hbase-common/src/main/java/org/apache/hadoop/hbase/exceptions/HBaseException.java
3	False	hbase-protocol-shaded/src/main/protobuf/client/Comparator.proto
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
==== HBASE-24215 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/Bytes.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/normalizer/MergeNormalizationPlan.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/coprocessor/MasterCoprocessor.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-24220 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/ModifyNamespaceProcedure.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/mapreduce/MapReduceBackupCopyJob.java
4	False	hbase-server/pom.xml
==== HBASE-24246 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
1	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/executor/ExecutorService.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Segment.java
4	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/SequentialProcedure.java
==== HBASE-24247 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/janitor/MetaFixer.java
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
3	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
==== HBASE-24251 ====
0	False	dev-support/Jenkinsfile_GitHub
1	False	dev-support/hbase-personality.sh
2	True	dev-support/docker/Dockerfile
3	False	hbase-server/pom.xml
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf/package.html
==== HBASE-24253 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-24263 ====
0	False	hbase-metrics-api/src/main/java/org/apache/hadoop/hbase/metrics/Timer.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/provider/SaslAuthMethod.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/provider/AttemptingUserProvidingSaslServer.java
3	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/hbck/HFileCorruptionChecker.java
4	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/ConnectionCache.java
==== HBASE-24273 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMasterCommandLine.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/util/MemorySizeUtil.java
4	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
==== HBASE-24274 ====
0	False	hbase-common/pom.xml
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/ThriftUtilities.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/Reference.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ClusterSchemaService.java
==== HBASE-24280 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/provider/DigestSaslClientAuthenticationProvider.java
1	False	hbase-server/pom.xml
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/MasterQuotaManager.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
==== HBASE-24281 ====
0	False	hbase-server/pom.xml
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/ReaderBase.java
3	False	pom.xml
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-24282 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
1	True	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/ZKPermissionWatcher.java
==== HBASE-24284 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-server/pom.xml
4	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableInputFormatBase.java
==== HBASE-24288 ====
0	True	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
1	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKAclReset.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/AuthResult.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/TableNamespaceManager.java
==== HBASE-24307 ====
0	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/generated/TDataBlockEncoding.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncTableResultScanner.java
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResource.java
3	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift/generated/TAppend.java
4	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/ThriftServer.java
==== HBASE-24314 ====
0	False	hbase-hbtop/pom.xml
1	False	hbase-server/pom.xml
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFileWriter.java
3	False	hbase-shaded/pom.xml
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/AbstractMemStore.java
==== HBASE-24316 ====
0	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/client/Client.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/janitor/MetaFixer.java
3	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
==== HBASE-24322 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/io/hfile/HFileContext.java
1	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/TableScanResource.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/Import.java
4	False	hbase-examples/src/main/java/org/apache/hadoop/hbase/client/example/BufferedMutatorExample.java
==== HBASE-24336 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-24365 ====
0	True	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsTableSource.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner/HFileCleaner.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/util/MemorySizeUtil.java
==== HBASE-24368 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/FavoredStochasticBalancer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/OpenRegionProcedure.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/HBCKServerCrashProcedure.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/util/MemorySizeUtil.java
==== HBASE-24376 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/RegionInfoDisplay.java
1	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapred/TableRecordReaderImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/ReplicationBarrierFamilyFormat.java
3	True	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncNonMetaRegionLocator.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
==== HBASE-24377 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MemStoreFlusher.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MutableSegment.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
==== HBASE-24381 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/StoreFile.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Store.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
3	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/LoadBalancerTracker.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/NettyRpcServer.java
==== HBASE-24393 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HStore.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/tool/CanaryTool.java
2	True	dev-support/create-release/release-util.sh
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
==== HBASE-24401 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/Bytes.java
2	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/CellSerialization.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/ExploringCompactionPolicy.java
4	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/metrics2/lib/DynamicMetricsRegistry.java
==== HBASE-24413 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-24425 ====
0	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseHbck.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/Hbck.java
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
4	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/HbckChore.java
==== HBASE-24426 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-24434 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DelimitedKeyPrefixRegionSplitPolicy.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncTableResultScanner.java
2	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/generated/TDataBlockEncoding.java
3	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResource.java
4	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/ThriftServer.java
==== HBASE-24446 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/DefaultEnvironmentEdge.java
1	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableInputFormatBase.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/DeleteTableProcedure.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/ZKPermissionWatcher.java
==== HBASE-24454 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/SpaceQuotaRefresherChore.java
1	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/DefaultEnvironmentEdge.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/coordination/ZKSplitLogManagerCoordination.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultMemStore.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/SyncCoprocessorRpcChannel.java
==== HBASE-24481 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-common/pom.xml
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/DeleteTableProcedure.java
==== HBASE-24496 ====
0	True	hbase-server/src/main/resources/hbase-webapps/master/header.jsp
1	True	hbase-server/src/main/resources/hbase-webapps/regionserver/footer.jsp
2	False	hbase-common/src/main/java/org/apache/hadoop/hbase/HConstants.java
3	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/model/NamespacesInstanceModel.java
4	False	hbase-shell/src/main/ruby/hbase/table.rb
==== HBASE-24499 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/RpcClient.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ClusterMetrics.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/RegionMetricsBuilder.java
==== HBASE-24506 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
4	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
==== HBASE-24511 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/DefaultEnvironmentEdge.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/MetricsAssignmentManager.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
==== HBASE-24513 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-24515 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/CallRunner.java
1	True	hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncRpcRetryingCaller.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/cleaner/HFileCleaner.java
4	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/model/NamespacesInstanceModel.java
==== HBASE-24517 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/OpenRegionProcedure.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/ChecksumUtil.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionStateNode.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/RegionRemoteProcedureBase.java
==== HBASE-24518 ====
0	False	hbase-thrift/src/main/java/org/apache/hadoop/hbase/thrift2/ThriftUtilities.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-24529 ====
0	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/ClassSize.java
1	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserSourceImpl.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/MetricsUserAggregateImpl.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/wal/SecureAsyncProtobufLogWriter.java
4	False	hbase-common/src/main/java/org/apache/hadoop/hbase/util/RowColBloomHashKey.java
==== HBASE-24532 ====
0	False	hbase-zookeeper/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKAclReset.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-hadoop-compat/src/main/java/org/apache/hadoop/hbase/master/MetricsMasterSourceImpl.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/security/NettyHBaseSaslRpcClientHandler.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/procedure/RegionServerProcedureManagerHost.java
==== HBASE-24545 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/TransitRegionStateProcedure.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
2	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/FavoredStochasticBalancer.java
3	True	hbase-backup/src/main/java/org/apache/hadoop/hbase/backup/BackupObserver.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
==== HBASE-24546 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/SplitRequest.java
1	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/executor/ExecutorService.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/Segment.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/SnapshotHFileCleaner.java
==== HBASE-24550 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/coprocessor/BaseRowProcessorEndpoint.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/ServerNonceManager.java
2	True	bin/hbase
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/replication/regionserver/RegionReplicaReplicationEndpoint.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/DefaultCompactor.java
==== HBASE-24552 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/FixedFileTrailer.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
3	False	hbase-client/src/main/java/org/apache/hadoop/hbase/ipc/NettyRpcConnection.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
==== HBASE-24564 ====
0	False	hbase-procedure/src/main/java/org/apache/hadoop/hbase/procedure2/RootProcedureState.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/FavoredStochasticBalancer.java
2	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/ipc/RpcServer.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/ServerManager.java
==== HBASE-24568 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegion.java
1	False	dev-support/Jenkinsfile_GitHub
2	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/CellSerialization.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/procedure/DeleteTableProcedure.java
4	False	dev-support/hbase-personality.sh
==== HBASE-24579 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/EnabledTableSnapshotHandler.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/HRegionServer.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/MasterQuotaManager.java
3	False	hbase-examples/src/main/java/org/apache/hadoop/hbase/coprocessor/example/ExampleMasterObserverWithMetrics.java
4	False	hbase-mapreduce/src/main/java/org/apache/hadoop/hbase/mapreduce/TableMapReduceUtil.java
==== HBASE-24583 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/DisabledTableSnapshotHandler.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/normalizer/RegionNormalizerFactory.java
4	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
==== HBASE-24588 ====
0	False	hbase-server/src/main/java/org/apache/hadoop/hbase/util/RegionSplitCalculator.java
1	True	hbase-server/src/main/java/org/apache/hadoop/hbase/util/HBaseFsck.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/DisabledTableSnapshotHandler.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/master/HMasterCommandLine.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/snapshot/SnapshotInfo.java
==== HBASE-24591 ====
0	True	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/ScannerResultGenerator.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/rsgroup/RSGroupUtil.java
2	False	hbase-common/src/main/java/org/apache/hadoop/hbase/TableName.java
3	False	hbase-rest/src/main/java/org/apache/hadoop/hbase/rest/model/NamespacesInstanceModel.java
4	False	hbase-protocol-shaded/src/main/protobuf/server/Quota.proto
==== HBASE-24600 ====
0	True	hbase-client/src/main/java/org/apache/hadoop/hbase/exceptions/RegionMovedException.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/RowMutations.java
2	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/CheckAndMutate.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/compactions/OffPeakHours.java
4	False	hbase-asyncfs/src/main/java/org/apache/hadoop/hbase/io/asyncfs/AsyncFSOutputHelper.java
==== HBASE-24615 ====
0	True	hbase-hadoop-compat/src/main/java/org/apache/hadoop/metrics2/lib/MutableSizeHistogram.java
1	False	hbase-server/src/main/java/org/apache/hadoop/hbase/quotas/SpaceQuotaRefresherChore.java
2	False	hbase-server/src/main/java/org/apache/hadoop/hbase/coordination/ZKSplitLogManagerCoordination.java
3	False	hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/BlockCache.java
4	False	hbase-server/src/main/java/org/apache/hadoop/hbase/regionserver/DefaultMemStore.java
==== HBASE-24616 ====
0	True	hbase-server/src/main/java/org/apache/hadoop/hbase/wal/RecoveredEditsOutputSink.java
1	False	hbase-client/src/main/java/org/apache/hadoop/hbase/client/TableDescriptor.java
2	True	hbase-endpoint/src/main/java/org/apache/hadoop/hbase/coprocessor/AggregateImplementation.java
