==== HIVE-21344 ====
2	False	ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
==== HIVE-23582 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/Utils.java
1	False	llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/SplitGrouper.java
3	True	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HostAffinitySplitLocationProvider.java
4	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
==== HIVE-23591 ====
0	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Cleaner.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcSplit.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/DriverUtils.java
==== HIVE-23592 ====
0	True	llap-server/src/java/org/apache/hadoop/hive/llap/cache/LowLevelCacheMemoryManager.java
1	False	llap-server/src/java/org/apache/hadoop/hive/llap/cache/LowLevelLrfuCachePolicy.java
2	False	metastore/scripts/upgrade/mssql/025-HIVE-16399.mssql.sql
3	False	llap-server/src/java/org/apache/hadoop/hive/llap/cache/LlapCacheableBuffer.java
4	False	llap-server/src/java/org/apache/hadoop/hive/llap/cache/BuddyAllocator.java
==== HIVE-23593 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveToUnixTimestampSqlOperator.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveRexExecutorImpl.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/ExprNodeConverter.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/reloperators/HiveRexExprList.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveConfPlannerContext.java
==== HIVE-23601 ====
0	False	service-rpc/src/gen/thrift/gen-javabean/org/apache/hive/service/rpc/thrift/TCancelDelegationTokenReq.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/ColumnStatisticsObj.java
2	False	upgrade-acid/pre-upgrade/src/main/java/org/apache/hadoop/hive/upgrade/acid/PreUpgradeTool.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-php/metastore/GetDatabaseRequest.php
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-php/metastore/ThriftHiveMetastore_update_table_column_statistics_result.php
==== HIVE-23602 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-23606 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReaderImpl.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/encoded/EncodedReader.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/impl/QueryTracker.java
3	False	storage-api/src/java/org/apache/hadoop/hive/common/Pool.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
==== HIVE-23607 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPMinus.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Table.java
==== HIVE-23614 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MoveWork.java
2	True	ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFSize.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcInputFormat.java
==== HIVE-23615 ====
0	False	beeline/src/java/org/apache/hive/beeline/BeeLine.java
1	True	beeline/src/java/org/apache/hive/beeline/Commands.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/CommonMergeJoinOperator.java
3	False	beeline/src/main/resources/BeeLine.properties
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java
==== HIVE-23625 ====
0	False	service/src/resources/hive-webapps/static/css/bootstrap-theme.min.css
1	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/services/impl/LlapWebServices.java
2	True	service/src/java/org/apache/hive/service/server/HiveServer2.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FunctionRegistry.java
==== HIVE-23633 ====
0	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
1	True	storage-api/src/java/org/apache/hive/common/util/Murmur3.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
3	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
==== HIVE-23665 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/WindowingSpec.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFFirstValue.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/MapJoinOperator.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/vector/ParquetDataColumnReaderFactory.java
==== HIVE-23666 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/HashTableSinkOperator.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/parse/PTFTranslator.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPMod.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveExpandDistinctAggregatesRule.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
==== HIVE-23678 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/CommonMergeJoinOperator.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
2	True	pom.xml
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/DoubleToStringUnaryUDF.java
==== HIVE-23703 ====
0	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
2	True	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcFileKeyWrapper.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java
4	False	accumulo-handler/src/java/org/apache/hadoop/hive/accumulo/predicate/AccumuloPredicateHandler.java
==== HIVE-23704 ====
0	False	standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/conf/MetastoreConf.java
1	False	service/src/java/org/apache/hive/service/auth/HttpAuthUtils.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/lazy/LazySerDeParameters.java
3	False	jdbc/src/java/org/apache/hive/jdbc/HiveStatement.java
4	False	service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java
==== HIVE-23706 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/IfExprColumnNull.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/SerDe.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/daemon/HistoryLogger.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/HiveMaterializedViewsRegistry.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveAggregateJoinTransposeRule.java
==== HIVE-23711 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/CommonMergeJoinOperator.java
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/serde/primitive/ParquetByteInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/expressions/DoubleToStringUnaryUDF.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/ddl/workloadmanagement/mapping/drop/DropWMMappingDesc.java
==== HIVE-23712 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
2	True	ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/ZeroRowsInputFormat.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/formatting/MetaDataFormatUtils.java
==== HIVE-23715 ====
0	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/security/DBTokenStore.java
1	False	jdbc/src/java/org/apache/hive/jdbc/ZooKeeperHiveClientHelper.java
2	False	standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/common/ZooKeeperHiveHelper.java
3	True	standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/utils/StringUtils.java
4	False	hcatalog/webhcat/svr/src/main/java/org/apache/hive/hcatalog/templeton/tool/LogRetriever.java
==== HIVE-23716 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
1	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	True	ql/src/java/org/apache/hadoop/hive/ql/exec/FilterOperator.java
3	False	contrib/src/java/org/apache/hadoop/hive/contrib/udaf/example/UDAFExampleAvg.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/mr/MapredLocalTask.java
==== HIVE-23717 ====
0	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/util/HiveStrictManagedMigration.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/WriteEntity.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
==== HIVE-23725 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java
1	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/HiveTxnManager.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DummyTxnManager.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/status/SparkJobMonitor.java
==== HIVE-23726 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/ddl/table/create/CreateTableOperation.java
3	False	service/src/java/org/apache/hive/service/cli/operation/SQLOperation.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/reexec/ReExecDriver.java
==== HIVE-23729 ====
0	True	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/VectorDeserializeOrcWriter.java
1	True	metastore/scripts/upgrade/mssql/025-HIVE-16399.mssql.sql
2	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/MinorQueryCompactor.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/Utils.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
==== HIVE-23763 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/udf/ptf/TableFunctionResolver.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Utilities.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java
==== HIVE-23768 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFUtils.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/StatsTask.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
==== HIVE-23780 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/parse/ReplicationSpec.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
4	True	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
==== HIVE-23799 ====
0	True	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
1	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/api/impl/LlapRecordReader.java
2	False	common/src/java/org/apache/hadoop/hive/conf/HiveConf.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MapWork.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcRawRecordMerger.java
==== HIVE-23822 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFUtils.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/StatsTask.java
3	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/SortedDynPartitionOptimizer.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java
==== HIVE-23830 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
1	False	service/src/java/org/apache/hive/service/cli/session/HiveSession.java
2	False	metastore/scripts/upgrade/postgres/hive-txn-schema-2.3.0.postgres.sql
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
4	False	common/src/java/org/apache/hadoop/hive/common/metrics/common/MetricsVariable.java
==== HIVE-23832 ====
0	True	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/OrcEncodedDataReader.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/CompactorThread.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/spark/status/SparkJobMonitor.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/AcidInputFormat.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java
==== HIVE-23837 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/spark/SparkMapJoinOptimizer.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFLeadLag.java
4	True	hbase-handler/src/java/org/apache/hadoop/hive/hbase/HBaseStorageHandler.java
==== HIVE-23846 ====
0	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/columnstats/cache/LongColumnStatsDataInspector.java
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ReflectionStructObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/parquet/convert/HiveGroupConverter.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/session/SessionState.java
==== HIVE-23847 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezContext.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/MapOperator.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/MergeJoinProc.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/plan/MergeJoinWork.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/Registry.java
==== HIVE-23849 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
1	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
2	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/GetRoleGrantsForPrincipalResponse.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-cpp/hive_metastore_types.cpp
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/PartitionWithoutSD.java
==== HIVE-23850 ====
0	True	druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandler.java
1	False	contrib/src/java/org/apache/hadoop/hive/contrib/udtf/example/GenericUDTFCount2.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveExpandDistinctAggregatesRule.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/HashTableSinkOperator.java
==== HIVE-23851 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/PTFUtils.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/ddl/misc/conf/ShowConfAnalyzer.java
2	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java
3	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/ppr/PartitionExpressionForMetastore.java
4	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
==== HIVE-23857 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
1	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
2	False	shims/common/src/main/java/org/apache/hadoop/hive/shims/HadoopShims.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/RecordReader.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/UnknownPartitionException.java
==== HIVE-23868 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/plan/ptf/WindowFrameDef.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFStreamingEvaluator.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/plan/ptf/BoundaryDef.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/ptf/WindowingTableFunction.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/plan/GroupByDesc.java
==== HIVE-23871 ====
0	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/parser/ExpressionTree.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/parse/ReplicationSpec.java
2	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
3	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/Type.java
4	True	storage-api/src/java/org/apache/hive/common/util/Murmur3.java
==== HIVE-23873 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/plan/PlanUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/LockRequest.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/DagUtils.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/UnparseTranslator.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/FetchTask.java
==== HIVE-23887 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Table.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFUtils.java
2	True	ql/src/java/org/apache/hadoop/hive/ql/parse/SemanticAnalyzer.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFDate.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/stats/annotation/StatsRulesProcFactory.java
==== HIVE-23894 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezTask.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/physical/LlapDecider.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPool.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/TezSessionPoolSession.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/parse/GenTezWork.java
==== HIVE-23898 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/metadata/Partition.java
2	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/VectorDeserializeOrcWriter.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/orc/Reader.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/DynamicPartitionPruningOptimization.java
==== HIVE-23911 ====
0	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/translator/PlanModifierForASTConv.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/parse/QBMetaData.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/Driver.java
4	False	cli/src/java/org/apache/hadoop/hive/cli/CliDriver.java
==== HIVE-23917 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/HashTableSinkOperator.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorColumnAssign.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/SubStructObjectInspector.java
3	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPMod.java
==== HIVE-23929 ====
0	False	service/src/java/org/apache/hive/service/auth/TSetIpAddressProcessor.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/StatsTask.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/Context.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/parse/BaseSemanticAnalyzer.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/WriteEntity.java
==== HIVE-23947 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/Utils.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/HostAffinitySplitLocationProvider.java
2	False	metastore/scripts/upgrade/mssql/025-HIVE-16399.mssql.sql
3	False	llap-server/src/java/org/apache/hadoop/hive/llap/io/encoded/VectorDeserializeOrcWriter.java
4	False	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
==== HIVE-23952 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorColumnAssign.java
1	False	serde/src/java/org/apache/hadoop/hive/serde2/thrift/ColumnBuffer.java
2	False	serde/src/java/org/apache/hadoop/hive/serde2/lazybinary/objectinspector/LazyBinaryMapObjectInspector.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFOPMod.java
4	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/AllocateTableWriteIdsResponse.java
==== HIVE-23953 ====
0	True	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastLongHashMap.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastLongHashSet.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/mapjoin/fast/VectorMapJoinFastHashMultiSet.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/io/SkippingTextInputFormat.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/exec/mr/HashTableLoader.java
==== HIVE-23963 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveCardinalityPreservingJoinRule.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveInsertExchange4JoinRule.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveProjectMergeRule.java
3	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveJoinProjectTransposeRule.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDAFSumEmptyIsZero.java
==== HIVE-23966 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFValidateAcidSortOrder.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Initiator.java
2	True	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/QueryCompactorFactory.java
3	True	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/MinorQueryCompactor.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/txn/compactor/Worker.java
==== HIVE-23972 ====
0	False	service/src/java/org/apache/hive/service/server/HiveServer2.java
1	False	llap-tez/src/java/org/apache/hadoop/hive/llap/tezplugins/LlapTaskSchedulerService.java
2	False	llap-common/src/java/org/apache/hadoop/hive/llap/FieldDesc.java
3	False	llap-client/src/java/org/apache/hadoop/hive/llap/LlapBaseRecordReader.java
4	True	serde/src/java/org/apache/hadoop/hive/serde2/objectinspector/ObjectInspector.java
==== HIVE-23979 ====
0	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/metrics/Metrics.java
1	True	ql/src/java/org/apache/hadoop/hive/ql/io/orc/OrcNewInputFormat.java
2	True	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ThreadPool.java
3	False	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/metrics/PerfLogger.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/log/HushableRandomAccessFileAppender.java
==== HIVE-24000 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/optimizer/GenMapRedUtils.java
1	False	standalone-metastore/metastore-common/src/gen/thrift/gen-javabean/org/apache/hadoop/hive/metastore/api/WriteEventInfo.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/hooks/NoOperatorReuseCheckerHook.java
3	False	streaming/src/java/org/apache/hive/streaming/PartitionInfo.java
4	False	metastore/src/java/org/apache/hadoop/hive/metastore/HiveClientCache.java
==== HIVE-24001 ====
0	False	ql/src/java/org/apache/hadoop/hive/ql/exec/vector/rowbytescontainer/VectorRowBytesContainer.java
1	False	ql/src/java/org/apache/hadoop/hive/ql/exec/ObjectCache.java
2	False	ql/src/java/org/apache/hadoop/hive/ql/exec/tez/ObjectCache.java
3	True	ql/src/java/org/apache/hadoop/hive/ql/exec/MapOperator.java
4	False	ql/src/java/org/apache/hadoop/hive/ql/udf/generic/GenericUDFValidateAcidSortOrder.java
==== HIVE-24014 ====
